"Variable_Name","Code_Display","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order","MinVal","MaxVal","var_uid"
"harvest_moisture_maturity","HMAM","HMAH",,,"Moisture content of fresh yield (e.g., grain, fruit, leaves) at maturity","kg[water]/kg[harvest]","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,"2018-12-13, CHP",,,,,,867
"harvest_moisture_maturity_stdev","HMAMS","HMAHS",,,"Standard deviation of harvest moisture fraction at maturity","kg[water]/kg[harvest]","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,"2018-12-13, CHP",,,,,,868
"byprod_removed_at_harv","BWAH","BWAH",,,"By-product removed at harvest as dry wt","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,,".",,,0,,869
"harvest_yield_harvest_dw","HWAH","HWAH",,,"Harvested yield at harvest (dry wt)","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,,"HWAH",,7225,0,,870
"harvest_yld_stdev","HWAHS","HWAHS",,,"Harvest yield at harvest, standard deviation","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,,,,,,,871
"harv_yield_harv_f_wt","HFAH","HFAH",,,"Harvested yield at harvest (fresh wt)","Mg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,,".",,,0,,872
"harv_yield_harv_f_wt_sd","HFAHS","HFAHS",,,"Standard deviation of harvested yield at harvest (fresh wt)","Mg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_GROWTH",2503,,,,,,,873
"planting_material_dry_wt","DWAP","DWAP",1,,"Planting material dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"PMWD","SUMMARY",7226,0,,874
"tillage_operations_no","TL#C","TLnoC",2,,"Tillage operations number","number","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,,,875
"tops_N_at_anthesis","CNAA","CNAA",3,,"Nitrogen in above ground plant parts at anthesis","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,876
"tops_N_at_maturity","CNAM","CNAM",4,,"Nitrogen in above ground plant parts at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"CNAM","SUMMARY",7261,0,,877
"grain_N_at_maturity","GNAM","GNAM",5,,"Grain N at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"GNAM","SUMMARY",7262,0,,878
"grain_N_conc_maturity","GN%M","GNPCM",6,,"Grain N concentration at maturity","%","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"GN%M","SUMMARY",7263,0,,879
"root_N_at_harvest","RNAH","RNAH",7,,"Root nitrogen amount at harvest","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"RNAH","SUMMARY",7264,0,,880
"stem_N_at_maturity","SNAM","SNAM",8,,"Stem N at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"SNAM","SUMMARY",7265,0,,881
"veg_N_at_maturity","VNAM","VNAM",8,,"Vegetative N at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,"2019-09-12, chp","VNAM","SUMMARY",7266,0,,882
"tops_C_at_maturity","CCAM","CCAM",4,,"Carbon in above ground plant parts at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,"2020-11-19, chp",".",,,0,,883
"grain_C_at_maturity","GCAM","GCAM",5,,"Grain C at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,"2020-11-19, chp",".",,,0,,884
"veg_C_at_maturity","VCAM","VCAM",8,,"Vegetative C at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,"2020-11-19, chp",".",,,0,,885
"extractable_soil_wtr_mat","SWXM","SWXM",9,,"Soil water, extractable at maturity","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,886
"tuber_stem_leaf_N_harv","TNAH","TNAH",10,,"Tuber+stem+leaf N at harvest","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,887
"total_N_at_maturity","TNIM","TNIM",11,,"Total N at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,888
"tuber_N_at_harvest","UNAM","UNAM",12,,"Tuber N at harvest","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,889
"tuber_N_conc_harvest","UN%H","UNPCH",13,,"Tuber N concentration at harvest","%","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,"TN%H",,7271,0,,890
"tops_P_at_anthesis","CPAA","CPAA",14,,"Phosphorus in above ground plant parts at anthesis","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,,,,0,,891
"tops_P_at_maturity","CPAM","CPAM",15,,"Phosphorus in above ground plant parts at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,,,,0,,892
"grain_P_at_maturity","GPAM","GPAM",16,,"Grain phosphorus at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,,,,0,,893
"grain_P_conc_maturity","GP%M","GPPCM",17,,"Grain phosphorus concentration at maturity","%","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,,,,0,,894
"root_P_at_harvest","RPAH","RPAH",18,,"Phosphorus amount in roots at harvest","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,,,,0,,895
"stem_P_at_maturity","SPAM","SPAM",19,,"Phosphorus amount in stems at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,,,,0,,896
"shoots_P_at_maturity","SHPAM","SHPAM",19,,"Phosphorus amount in shoots (leaves and stem) at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,"2019-06-19, chp",,,,0,,897
"tuber_P_at_harvest","UPAM","UPAM",20,,"Tuber phosphorus at harvest","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,898
"N_fixed_during_season","NFXM","NFXM",21,,"N fixed during season","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SM_MGMT_N_P",2504,,".",,,0,,899
"rainfall_in_season","PRCM","PRCM",2,,"Rainfall, season (may differ from planting to harvest)","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,900
"rainfall_plant_harvest","PRCP","PRCP",3,,"Rainfall, planting to harvest","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,901
"evapotrans_cumul_matur","ETCM","ETCM",4,,"Evapotranspiration, cumulative to end of season","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,902
"evapotrans_cumul_pl_harv","ETCP","ETCP",5,,"Evapotranspiration, cumulative from planting to harvest","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,903
"transpirat_cumul_matur","EPCM","EPCM",6,,"Transpiration, cumulative to end of season","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,904
"transpirat_cumul_pl_harv","EPCP","EPCP",6,,"Transpiration, cumulative from planting to harvest","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,905
"transpiration_cumulative","EPAC","EPAC",7,,"Transpiration, cumulative over season","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,906
"soil_evap_cumul_matur","ESCM","ESCM",8,,"Evaporation,soil, cumulative to end of season","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,907
"soil_evap_cumul_pl_matur","ESCP","ESCP",8,,"Evaporation,soil, cumulative from planting to harvest","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,908
"potential_evapotrans_avg","EOAA","EOAA",9,,"Evapotranspiration, potential, average over season","mm/d","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,909
"runoff_season","ROCM","ROCM",10,,"Runoff, season total","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,910
"drainage_over_season","DRCM","DRCM",11,,"Drainage,season","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,,".",,,0,,911
"tile_drain_over_season","TDFC","TDFC",11,,"Water lost through tile drain, seasonal total","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,"2020-11-19, chp",".",,,0,,912
"initial_profile_wtr_cont_sim","ICSWS","ICSWS",17,,"Initial water content of entire profile","mm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","WATER_BALANCE",2505,"2013-04-18, CHP",".",,,0,,913
"K_inorganic_at_maturity","KIAM","KIAM",,,"K, inorganic, in soil at harvest maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,914
"N_inorganic_at_maturity","NIAM","NIAM",,,"N, inorganic, in soil at harvest maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,915
"N_leached_during_season","NLCM","NLCM",,,"N leached up to harvest maturity, from bottom of soil profile","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,916
"N_uptake_during_season","NUCM","NUCM",,,"N uptake during season","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,917
"soil_organic_N_maturity","ONAM","ONAM",,,"Organic N in soil at maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,918
"P_inorganic_at_maturity","PIAM","PIAM",,,"P, inorganic, in soil at harvest maturity","kg/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,919
"organic_C_soil_maturity","OCAM","OCAM",,,"Organic C in soil at maturity","t/ha","single","EXPERIMENT","MEASURED_DATA","SUMMARY","SOILS",2506,,".",,,0,,920
"solar_radiation_avg","SRAA","SRAA",12,,"Solar radiation, average, sowing to harvest","MJ/(m2.d)","single","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT",2507,"2016-08-03, CHP (mod)",".",,,0,,921
"temperature_max_avg","TMAXA","TMAXA",12,,"Maximum daily air temperature, average, sowing to harvest","degree_C","single","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT",2507,"2016-08-03, CHP",".",,,0,,922
"temperature_min_avg","TMINA","TMINA",12,,"Minimum daily air temperature, average, sowing to harvest","degree_C","single","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT",2507,"2016-08-03, CHP",".",,,0,,923
"temperature_avg","TAVGA","TAVGA",12,,"Daily air temperature, average, sowing to harvest","degree_C","single","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT",2507,"2016-08-03, CHP",".",,,0,,924
"co2_concentration_avg","CO2DA","CO2DA",12,,"Average daily CO2 concentration, sowing to harvest","ppm","single","EXPERIMENT","MEASURED_DATA","SUMMARY","ENVIRONMENT",2507,"2016-09-21, CHP",".",,,0,,925
"observ_treat_id","OBS_TRT_ID","OBS_TRT_ID",1,1,"Treatment id for observed data, unique internal ID","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,"OID","TIME SERIES",8001,,,926
"date_of_measurement","DATE","DATE",2,1,"Date of measurement","date","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,"DATE","TIME SERIES",8002,0,,927
"year","YEAR","fd_YEAR",3,1,"Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,,,,,,928
"day","DAY","fd_DAY",4,1,"Day of year, or if year = -99 then DAP or DAH","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,,,,0,366,929
"days_after_planting","DAP","DAP",5,,"Days after planting","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,".",,,0,366,930
"days_after_sim_start","DAS","DAS",6,,"Days after start of simulation","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,".",,,0,366,931
"obs_time_series_comment","OTS_COMMENT","OTS_COMMENT",99,,"Additional information regarding a single day's measurements","t/ha","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES",,2510,,,,,,,932
"canopy_height","CHTD","CHTD",,,"Canopy height","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"CHTD","TIME SERIES",8011,0,5,933
"canopy_length","CLAD","CLAD",,,"Canopy length (to extended leaf tip)","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,934
"plant_height","PHTD","PHTD",,,"Plant_height (e.g., including spikes above canopy per se)","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,935
"leaf_carbohydrate","CL%D","CLPCD",,,"Carbohydrate, concentration in leaf","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,936
"stem_carbohydrate_conc","CS%D","CSPCD",,,"Carbohydrate in stem","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,937
"grain_carbohydrate_conc","GC%D","GCPCD",,,"Grain carbohydrate concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,938
"grain_oil_conc","GL%D","GLPCD",,,"Grain oil concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,939
"PAR_absorbed","LA%D","LAPCD",,,"PAR absorbed","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,940
"pods_mature","PDM%D","PDMPCM",,,"Pods, portion that are mature","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,100,941
"reserves_CH2O_conc","RS%D","RSPCD",,,"Reserves, concentration of CH2O","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,942
"seed_P_conc","SDP%D","SDPPCD",,,"Seed P concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,943
"shelling_percentage","SH%D","SHPCD",,,"Shelling (seed wt/pod wt*100)","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,95,944
"growth_rate_relative","RGRD","RGRD",,,"Growth rate, relative","kg/(kg.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,945
"root_length","RLAD","RLAD",,,"Root length","cm/cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,946
"leaf_area_flag_leaf","LAFD","LAFD",,,"Leaf area, flag leaf","cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,947
"specific_leaf_area","SLAD","SLAD",,,"Specific leaf area","cm2/g","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"SLAD","TIME SERIES",8012,50,1000,948
"leaf_area_per_leaf","LALD","LALD",,,"Leaf area per leaf","cm2/leaf","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,949
"leaf_area_new","LALN","LALN",,,"Leaf area, new on leaves","cm2/leaf","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,950
"leaf_area_per_plant","LAPD","LAPD",,,"Leaf area per plant","cm2/plant","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,951
"flag_time_series_data","FLAGTS","FLAGTS",,,"Flag to identify time series observed data with specific problems or significance","code","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2013-04-18, CHP",,,,,,952
"growth_stage","GSTD","GSTD",,,"Growth stage","code","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,,,953
"growth_stage_Zadoks","GSTZD","GSTZD",,,"Growth stage according to Zadok's scale","code","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,954
"growth_stage_Haun","GSTHD","GSTHD",,,"Growth stage according to Haun scale","code","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,955
"growth_stage_BBCH","GSTBD","GSTBD",,,"Growth stage according to BBCH scale","code","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,956
"leaf_number_as_haun_stg","LNUM","LNUM",,,"Leaf number of cereals as Haun stage","code","text","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,,,957
"crop_age","CDAY","CDAY",,,"Crop age","dap","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,958
"crop_age_vegetative_days","CDVD","CDVD",,,"Crop age (vegetative days, e.g., thermal time)","day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,366,959
"assimilation_reduc","CASM","CASM",,,"Assimilate reduction, cumulative","g","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,960
"root_weight_length","RWLD","RWLD",,,"Root weight/length","g/cm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,961
"corm_unit_dry_weight","OWGD","OWGD",,,"Corm unit dry weight","g/corm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,962
"lint_weight","LIWAD","LIWAD",,,"Lint weight on sample date","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,963
"stem_structural_weight","SSAD","SSAD",,,"Stem structural weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,964
"crop_growth_rate","CGRD","CGRD",,,"Growth rate, crop (=tops+storage)","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,965
"carbohydr_accumulation","CHAD","CHAD",,,"Carbohydrate accumulation","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,966
"carbohydr_mobilization","CMAD","CMAD",,,"Carbohydrate mobilization","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,967
"growth_respiration_daily","GRAD","GRAD",,,"Respiration, growth component (as CH2O)","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,968
"maintenance_respir_CH2O","MRAD","MRAD",,,"Respiration, maintenance (CH2O)","g/(m2.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,969
"tops_dry_weight_plant","CWPD","CWPD",,,"Tops dry weight","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,970
"leaf_dry_wt_per_plant","LWPD","LWPD",,,"Leaf dry weight per plant","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,971
"root_senesced_dry_weight","RSPD","RSPD",,,"Root senesced dry weight","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,972
"seed_wt_per_plant","SDWT","SDWT",,,"Seed weight per plant","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,973
"stem_dry_wt_per_plant","SWPD","SWPD",,,"Stem dry weight per plant","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,974
"carbohydr_pool_reduction","DASM","DASM",,,"Carbohydrate pool reduction","g/([plant].d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,975
"ear_dry_wt_per_shoot","EGWS","EGWS",,,"Ear plus grain dry weight per shoot","g/shoot","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,976
"basal_wt","BWAD","BWAD",,,"Basal dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,977
"dead_canopy_dry_wt","CDAD","CDAD",,,"Dead canopy dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,978
"cane_yield_fresh_wt","CFAD","CFAD",,,"Cane fresh yield","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,979
"chaff_dry_weight","CHWAD","CHWAD",,,"Chaff weight at a given date","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,980
"crown_dry_weight","CRAD","CRAD",,,"Crown dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,981
"tops_dry_weight","CWAD","CWAD",,,"Dry weight of above-ground parts","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"CWAD","TIME SERIES",,0,,982
"tops_fresh_weight","CFWAD","CFWAD",,,"Tops fresh weight","Mg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2020-11-18, CHP",".",,,0,,983
"tops_C","CCAD","CCAD",4,,"Carbon in above ground plant parts","kg[C]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2021-02-02, chp",".",,,0,,984
"dead_material_dry_weight","DWAD","DWAD",,,"Dead material dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,985
"ear_plus_grain_dry_wt","EGWA","EGWA",,,"Ear plus grain dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,986
"ear_grain_chaff_dry_wt","EWAD","EWAD",,,"Ear (grain+chaff) dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"EWAD","TIME SERIES",,0,,987
"fruit_fresh_weight","FFAD","FFAD",,,"Fruit fresh weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,988
"grain_dry_weight","GWAD","GWAD",,,"Grain dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"GAD","TIME SERIES",,0,,989
"yield_dry_matter_content","YDM%D","YDM%D",,,"Dry matter content of fresh yield","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2021-02-04, CHP",".",,,0,,990
"yield_moisture_content","YM%D","YM%D",,,"Moisture content of fresh yield","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2021-02-04, CHP",".",,,0,,991
"sucrose_commercial_d_wt","HCRD","HCRD",,,"Sucrose, commercial, dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,992
"harvest_yield_at_day_dw","HWAD","HWAD",,,"Harvest yield, specified day (dry wt)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,993
"dead_leaf_dry_weight","LDAD","LDAD",,,"Dead leaf dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,994
"leaf_dry_weight","LWAD","LWAD",,,"Leaf dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"LWAD","TIME SERIES",,0,,995
"nodule_dry_weight","NWAD","NWAD",,,"Nodule dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,996
"corm_dry_weight","OWAD","OWAD",,,"Corm dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,997
"panicle_weight","PNAD","PNAD",,,"Panicle weight (grain+structural)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,998
"pod_dry_weight","PWAD","PWAD",,,"Pod (ear) dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"PWAD","TIME SERIES",,0,,999
"pod_detached_dry_weight","PWDD","PWDD",,,"Pod, detached, dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1000
"dead_root_dry_weight","RDAD","RDAD",,,"Dead root dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1001
"stem_reserves_weight","RSAD","RSAD",,,"Stem reserves weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1002
"reserves_weight","RSWAD","RSWAD",,,"Reserves weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1003
"root_dry_weight","RWAD","RWAD",,,"Root dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1004
"stem_plus_chaff","SCWA","SCWA",,,"Stem plus chaff","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1005
"dead_stem_dry_weight","SDAD","SDAD",,,"Dead stem dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1006
